ContentID,dep_list,pos_list,sdp_list,MY_AI,MY_FK,or_quality_finally
news_plf11s00650,"['ATT', 'ATT', 'ATT', 'SBV', 'ADV', 'COS', 'LAD', 'POB', 'VOB', 'HED', 'ADV', 'ATT', 'POB', 'VOB', 'ATT', 'ATT', 'HED', 'PUN', 'PUN', 'PUN', 'NUM', 'QUN', 'DE', 'ATT', 'SBV', 'ADV', 'ATT', 'ATT', 'ATT', 'ATT', 'POB', 'VV', 'ATT', 'VOB', 'ATT', 'VOB', 'ADV', 'ADV', 'IC', 'ADV', 'ATT', 'APP', 'POB', 'ADV', 'HED', 'ADV', 'ATT', 'POB', 'VOB', 'ATT', 'VOB', 'ATT', 'ATT', 'ATT', 'DE', 'HED', 'PUN']","['nr', 'vn', 'n', 'n', 'c', 'v', 'w', 'v', 'n', 'v', 'p', 'n', 'n', 'v', 't', 't', 't', 'w', 'w', 'w', 'm', 'q', 'n', 'u', 'n', 'p', 'm', 'q', 'n', 'vn', 'f', 'v', 'nr', 'nr', 'vn', 'vn', 't', 'p', 'v', 'p', 'a', 'n', 'nr', 'p', 'v', 'p', 'n', 'n', 'v', 'a', 'vn', 'ns', 'ns', 'n', 'n', 'u', 'w']","['Nmod', 'Desc', 'Poss', 'Pat', 'mPrep', 'eCoo', 'mPunc', 'dMann', 'Pat', 'Reas', 'mPrep', 'Nmod', 'Agt', 'Root', 'Tmod', 'Tmod', 'Root', 'mPunc', 'Root', 'mPunc', 'Quan', 'Qp', 'Desc', 'mAux', 'Agt', 'mPrep', 'Seq', 'Time', 'Datv', 'dTime', 'mTime', 'dTime', 'Nmod', 'Datv', 'Desc', 'Cont', 'Time', 'mPrep', 'Root', 'mPrep', 'Desc', 'Pat', 'Nmod', 'mPrep', 'eSucc', 'mPrep', 'Nmod', 'Datv', 'dCont', 'Desc', 'Cont', 'Nmod', 'Nmod', 'Nmod', 'Root', 'mAux', 'mPunc']",0,1,poor
news_plf11s00651,"['ATT', 'ATT', 'IS', 'PUN', 'IS', 'PUS', 'DE', 'ATT', 'SBV', 'ADV', 'IC', 'ATT', 'VOB', 'PUN', 'HED', 'VOB', 'SBV', 'PUN', 'IS', 'PUN', 'ATT', 'IS', 'PUN', 'ATT', 'ATT', 'ATT', 'ATT', 'COO', 'COO', 'PUN', 'ATT', 'ATT', 'ATT', 'ATT', 'IS', 'IS', 'PUN', 'IC', 'NUM', 'QUN', 'ATT', 'ATT', 'ATT', 'ATT', 'VOB', 'PUN', 'ATT', 'SBV', 'ADV', 'HED', 'VOB', 'ACT', 'PUN', 'ATT', 'ATT', 'DE', 'ATT', 'VOB', 'PUN', 'APP', 'PUN', 'APP', 'HED', 'PUN']","['nr', 'vn', 'n', 'w', 'v', 'w', 'nr', 'u', 'n', 'ad', 'v', 'n', 'n', 'w', 'v', 'nr', 'nr', 'w', 'nz', 'w', 'nr', 'n', 'w', 'm', 'q', 'm', 't', 'm', 't', 'w', 'm', 't', 'm', 't', 'm', 't', 'w', 'v', 'm', 'q', 'ns', 'n', 'n', 'vn', 'n', 'w', 'ns', 'n', 't', 'v', 'r', 'v', 'w', 't', 'n', 'n', 'u', 'Ng', 'w', 'nr', 'w', 'n', 'nr', 'w']","['Agt', 'Root', 'Pat', 'mPunc', 'eCoo', 'mPunc', 'Poss', 'mAux', 'Agt', 'Mann', 'eCoo', 'Desc', 'Pat', 'mPunc', 'eCoo', 'Datv', 'eEqu', 'mPunc', 'Desc', 'mPunc', 'Nmod', 'eEqu', 'mPunc', 'Seq', 'Tmod', 'Tmod', 'Tmod', 'Time', 'Tini', 'mPrep', 'Seq', 'Tmod', 'Tmod', 'Tmod', 'Tfin', 'Tfin', 'mPunc', 'Root', 'Quan', 'Qp', 'Poss', 'Desc', 'Desc', 'Desc', 'Clas', 'mPunc', 'Nmod', 'Agt', 'mTime', 'eSucc', 'Datv', 'eSucc', 'mPunc', 'Desc', 'Desc', 'Poss', 'mAux', 'Clas', 'mPunc', 'Poss', 'mPunc', 'Root', 'Nmod', 'mPunc']",0,1,poor
news_plf11s00652,"['ATT', 'ATT', 'ATT', 'APP', 'SBV', 'ADV', 'HED', 'CMP', 'PUN', 'PUN', 'SBV', 'ADV', 'SBV', 'ATT', 'VOB', 'ADV', 'VOB', 'ATT', 'VOB', 'PUN', 'ATT', 'ATT', 'HED', 'PUN', 'PUN', 'PUN', 'ATT', 'COO', 'LAD', 'SBV', 'ADV', 'HED', 'PUN', 'ADV', 'ATT', 'ATT', 'SBV', 'POB', 'PUN', 'ATT', 'APP', 'SBV', 'ADV', 'DE', 'ATT', 'ATT', 'ATT', 'POB', 'HED', 'PUN', 'ADV', 'ATT', 'ATT', 'SBV', 'ADV', 'ADV', 'VOB', 'VOB', 'VOB', 'PUN', 'ADV', 'VOB', 'POB', 'PUN']","['n', 'n', 'n', 'n', 'nr', 'p', 'v', 'v', 'w', 'w', 'r', 'd', 'v', 'b', 'n', 'd', 'v', 'n', 'n', 'w', 't', 't', 't', 'w', 'w', 'w', 'n', 'n', 'c', 'n', 'd', 'a', 'w', 'p', 'ns', 'vn', 'n', 'v', 'w', 'ns', 'n', 'nr', 'p', 't', 'u', 'n', 'n', 'f', 'v', 'w', 'd', 'n', 'n', 'n', 'd', 'v', 'v', 'v', 'n', 'w', 'd', 'd', 'v', 'w']","['Sco', 'Desc', 'Poss', 'Pat', 'Nmod', 'mPrep', 'Root', 'eSucc', 'mPunc', 'mPunc', 'Poss', 'mFreq', 'dExp', 'Desc', 'Belg', 'mRang', 'dCont', 'Desc', 'Clas', 'mPunc', 'Tmod', 'Tmod', 'Root', 'mPunc', 'Root', 'mPunc', 'Desc', 'eCoo', 'mConj', 'Exp', 'mDegr', 'Root', 'mPunc', 'mPrep', 'Poss', 'Desc', 'Agt', 'Root', 'mPunc', 'Nmod', 'Agt', 'Nmod', 'mPrep', 'Time', 'mAux', 'Desc', 'Loc', 'mRang', 'dCont', 'mPunc', 'mMod', 'Sco', 'Desc', 'Agt', 'mMod', 'mMod', 'dCont', 'dCont', 'Pat', 'mPunc', 'mMod', 'mPrep', 'Cont', 'mPunc']",0,1,poor
news_plf11s00653,"['SBV', 'HED', 'ATT', 'SBV', 'DE', 'ATT', 'VOB', 'ATT', 'ATT', 'HED', 'PUN', 'PUN', 'PUN', 'IS', 'PUN', 'VV', 'NUM', 'QUN', 'CMP', 'NUM', 'ADV', 'IC', 'VOB', 'PUN', 'ADV', 'PUN', 'ADV', 'PUN', 'ADV', 'SBV', 'DE', 'NUM', 'VOB', 'ATT', 'ATT', 'ATT', 'APP', 'SBV', 'ADV', 'ATT', 'ATT', 'ATT', 'ATT', 'POB', 'ADV', 'ADV', 'HED', 'CMP', 'ATT', 'ATT', 'ATT', 'VOB']","['nr', 'v', 't', 'n', 'vn', 'u', 'n', 't', 't', 't', 'w', 'w', 'w', 'nr', 'w', 'v', 'm', 'q', 'n', 'm', 'q', 'v', 'n', 'w', 'w', 'w', 't', 'w', 'd', 'n', 'v', 'm', 'q', 'u', 'ns', 'f', 'n', 'nr', 'p', 'n', 'n', 'n', 'n', 'f', 'p', 'ad', 'v', 'v', 't', 'n', 'n', 'n']","['Agt', 'Root', 'Time', 'Datv', 'dDesc', 'mAux', 'Pat', 'Tmod', 'Tmod', 'Root', 'mPunc', 'Root', 'mPunc', 'mPars', 'mPunc', 'eSucc', 'Quan', 'Qp', 'TDur', 'Seq', 'Qp', 'dTime', 'Datv', 'mPunc', 'mPunc', 'mPunc', 'Time', 'mPunc', 'mTime', 'Exp', 'rExp', 'Quan', 'Qp', 'mAux', 'Poss', 'Desc', 'Pat', 'Nmod', 'mPrep', 'Nmod', 'Desc', 'Desc', 'Loc', 'mRang', 'mPrep', 'Mann', 'Root', 'eSucc', 'Time', 'Nmod', 'Desc', 'Clas']",0,1,good
news_plf11s00654,"['IS', 'PUS', 'ADV', 'COO', 'PUN', 'COO', 'PUN', 'COO', 'LAD', 'ATT', 'NUM', 'QUN', 'SBV', 'VV', 'ATT', 'ATT', 'VOB', 'ADV', 'NUM', 'CMP', 'POB', 'PUN', 'COO', 'LAD', 'SBV', 'VV', 'IC', 'PUN', 'IC', 'VOB', 'PUN', 'LAD', 'SBV', 'PUN', 'HED', 'ADV', 'CMP', 'ATT', 'VOB', 'PUN', 'PUS', 'ATT', 'ATT', 'HED', 'PUN', 'PUN', 'PUN', 'ADV', 'SBV', 'POB', 'PUN', 'COO', 'LAD', 'ATT', 'ATT', 'NUM', 'QUN', 'VV', 'DE', 'ATT', 'VOB', 'ATT', 'ATT', 'SBV', 'ADV', 'HED', 'PUN', 'ADV', 'ATT', 'ATT', 'SBV', 'VV', 'POB', 'ATT', 'VOB', 'VOB', 'VOB', 'SBV', 'ADV', 'NUM', 'QUN', 'ATT', 'POB', 'HED', 'PUN']","['ns', 'w', 'p', 'nr', 'w', 'nr', 'w', 'nr', 'c', 'r', 'm', 'q', 'n', 'vd', 'v', 'nz', 'j', 'd', 'm', 'n', 'f', 'w', 'n', 'c', 'n', 'v', 'v', 'w', 'v', 'n', 'w', 'c', 'r', 'w', 'v', 'd', 'v', 'n', 'n', 'w', 'w', 't', 't', 't', 'w', 'w', 'w', 'p', 'nx', 'v', 'w', 'nr', 'c', 'nr', 'r', 'm', 'q', 'v', 'v', 'nr', 'v', 'u', 'n', 'n', 'd', 'v', 'w', 'p', 'a', 'n', 'n', 'vn', 'v', 'n', 'vn', 'v', 'vn', 'nr', 'p', 'm', 'q', 'n', 'f', 'v', 'w']","['Loc', 'mPunc', 'mPrep', 'eCoo', 'mPunc', 'eCoo', 'mPunc', 'eCoo', 'mConj', 'Sco', 'Quan', 'Qp', 'Agt', 'dTime', 'eSucc', 'Agt', 'Cont', 'mRang', 'Quan', 'TDur', 'mTime', 'mPunc', 'eCoo', 'mConj', 'Agt', 'Root', 'eSucc', 'mPunc', 'eSucc', 'Pat', 'mPunc', 'mPrep', 'Agt', 'mPunc', 'eCau', 'mNeg', 'Cons', 'Desc', 'Cont', 'mPunc', 'mPunc', 'Tmod', 'Tmod', 'Root', 'mPunc', 'Root', 'mPunc', 'mPrep', 'Agt', 'Root', 'mPunc', 'eCoo', 'mConj', 'Nmod', 'Sco', 'Quan', 'Qp', 'Mann', 'rAgt', 'Agt', 'Cont', 'mAux', 'Poss', 'Agt', 'mRang', 'dCont', 'mPunc', 'mPrep', 'Desc', 'Poss', 'Datv', 'Cont', 'dDatv', 'Exp', 'dCont', 'dCont', 'Cont', 'Agt', 'mPrep', 'Quan', 'Qp', 'Loc', 'mRang', 'Root', 'mPunc']",0,1,poor
news_plf11s00655,"['SBV', 'ADV', 'HED', 'ATT', 'ATT', 'ADV', 'PUN', 'ATT', 'ATT', 'ADV', 'HED', 'ATT', 'SBV', 'SBV', 'ADV', 'ADV', 'DE', 'ATT', 'VOB', 'PUN', 'ADV', 'PUN', 'ATT', 'PUN', 'ATT', 'COO', 'PUN', 'PUN', 'ATT', 'COO', 'PUN', 'PUN', 'ATT', 'ATT', 'PUN', 'RAD', 'ATT', 'SBV', 'ADV', 'ADV', 'HED', 'CMP', 'PUN', 'ATT', 'ATT', 'PUN', 'VOB', 'PUN', 'LAD', 'DE', 'ATT', 'ATT', 'SBV', 'PUN', 'HED', 'COO', 'ATT', 'NUM', 'DE', 'ATT', 'ATT', 'VOB', 'PUN', 'ADV', 'ATT', 'QUN', 'DE', 'ATT', 'POB', 'PUN', 'ATT', 'QUN', 'DE', 'SBV', 'VOB', 'ADV', 'VOB', 'ATT', 'ATT', 'SBV', 'PUN', 'ADV', 'HED']","['nx', 'd', 'v', 'vn', 'n', 'f', 'w', 'ns', 'n', 'f', 'v', 'n', 'n', 'nx', 'v', 'p', 'v', 'u', 'n', 'w', 'v', 'w', 'nx', 'w', 'v', 'n', 'w', 'w', 'n', 'n', 'w', 'w', 'n', 'a', 'w', 'u', 'b', 'n', 'd', 'v', 'v', 'v', 'w', 'nx', 'nx', 'w', 'f', 'w', 'c', 'nx', 'u', 'n', 'f', 'w', 'v', 'j', 'j', 'nx', 'n', 'u', 'n', 'vn', 'w', 'p', 'r', 'q', 'v', 'u', 'n', 'w', 'r', 'q', 'v', 'Vg', 'f', 'd', 'Vg', 'u', 'vn', 'n', 'w', 'd', 'w']","['Exp', 'mTime', 'Root', 'Desc', 'dTime', 'mTime', 'mPunc', 'Nmod', 'Loc', 'mRang', 'Root', 'Desc', 'Pat', 'Pat', 'mMod', 'mPrep', 'dDesc', 'mAux', 'Exp', 'mPunc', 'mPars', 'mPunc', 'Poss', 'mPunc', 'Desc', 'eRect', 'mPunc', 'mPunc', 'Desc', 'Nmod', 'mPunc', 'mPunc', 'Pat', 'eRect', 'mPunc', 'mMaj', 'Desc', 'Exp', 'mTime', 'mMod', 'Root', 'mDir', 'mPunc', 'Nmod', 'Loc', 'mPunc', 'mRang', 'mPunc', 'mConj', 'Poss', 'mAux', 'Desc', 'Loc', 'mPunc', 'Root', 'eCoo', 'Nmod', 'Desc', 'Agt', 'mAux', 'Desc', 'Clas', 'mPunc', 'mPrep', 'Sco', 'Qp', 'Desc', 'mAux', 'Time', 'mPunc', 'Sco', 'Qp', 'dMann', 'dTime', 'mTime', 'mTime', 'dDesc', 'mAux', 'Desc', 'Exp', 'mPunc', 'mTime', 'Root']",0,1,average
news_plf11s00656,"['SBV', 'HED', 'ATT', 'IOB', 'SBV', 'ADV', 'ADV', 'VOB', 'DE', 'ATT', 'VOB', 'ATT', 'ATT', 'HED', 'PUN', 'PUN', 'PUN', 'IS', 'PUN', 'SBV', 'IC', 'MT', 'ATT', 'VOB', 'PUN', 'SBV', 'HED', 'IOB', 'ADV', 'VOB', 'PUS', 'SBV', 'HED', 'PUN', 'SBV', 'ADV', 'ATT', 'DE', 'ATT', 'POB', 'ADV', 'ADV', 'IC', 'DE', 'ATT', 'SBV', 'IC', 'PUN', 'ADV', 'VOB', 'VOB', 'PUN', 'PUN', 'ADV', 'VOB', 'DE', 'ATT', 'APP', 'VOB', 'PUS']","['nr', 'v', 'vn', 'n', 'r', 'r', 'v', 'v', 'nr', 'u', 'n', 't', 't', 't', 'w', 'w', 'w', 'm', 'w', 'nr', 'v', 'u', 'a', 'n', 'w', 'n', 'v', 'r', 'd', 'a', 'w', 'n', 'v', 'w', 'nr', 'p', 't', 'vn', 'u', 'Tg', 'd', 'ad', 'v', 'v', 'u', 'n', 'v', 'w', 'ad', 'v', 'vn', 'w', 'w', 'd', 'v', 'r', 'u', 'n', 'nr', 'm']","['Agt', 'Root', 'Desc', 'Datv', 'Agt', 'Reas', 'mMod', 'dCont', 'Poss', 'mAux', 'Cont', 'Tmod', 'Tmod', 'Root', 'mPunc', 'Root', 'mPunc', 'mConj', 'mPunc', 'Agt', 'Root', 'mTime', 'Desc', 'Cont', 'mPunc', 'Agt', 'eSucc', 'Datv', 'mNeg', 'dCont', 'mPunc', 'Agt', 'Root', 'mPunc', 'Agt', 'mPrep', 'Time', 'Desc', 'mAux', 'Time', 'mNeg', 'Mann', 'dCont', 'Cont', 'mAux', 'Exp', 'dCont', 'mPunc', 'mTime', 'dCont', 'Exp', 'mPunc', 'mPunc', 'mRang', 'eAdvt', 'Poss', 'mAux', 'Exp', 'Nmod', 'mPunc']",0,1,poor
news_plf11s00657,"['IS', 'PUN', 'SBV', 'ADV', 'ADV', 'ATT', 'ATT', 'POB', 'POB', 'LAD', 'ADV', 'NUM', 'QUN', 'ATT', 'POB', 'HED', 'PUN', 'ATT', 'ATT', 'HED', 'PUN', 'NUM', 'ATT', 'ATT', 'ADV', 'PUN', 'ADV', 'ATT', 'ATT', 'ATT', 'POB', 'PUN', 'ATT', 'ATT', 'APP', 'SBV', 'HED', 'MT', 'ATT', 'APP', 'SBV', 'DE', 'ATT', 'ATT', 'ATT', 'VOB', 'PUN', 'NUM', 'SBV', 'ADV', 'ATT', 'POB', 'HED', 'MT', 'APP', 'LAD', 'ATT', 'APP', 'VOB', 'PUN']","['v', 'w', 'nr', 'c', 'p', 'ns', 'n', 'f', 'v', 'c', 'p', 'm', 'q', 'a', 'n', 'v', 'w', 't', 't', 'm', 'm', 'm', 'w', 'm', 't', 'w', 'p', 'ns', 'vn', 'vn', 'n', 'w', 'ns', 'a', 'n', 'nr', 'v', 'u', 'n', 'n', 'nr', 'v', 'u', 'v', 'n', 'vn', 'w', 'm', 'n', 'p', 'n', 'f', 'v', 'u', 'r', 'p', 'ns', 'n', 'nr', 'w']","['Reas', 'mPunc', 'Pat', 'mPrep', 'mPrep', 'Nmod', 'Sco', 'mRang', 'eCau', 'mVain', 'mPrep', 'Quan', 'Qp', 'Desc', 'Exp', 'Root', 'mPunc', 'Tmod', 'Time', 'Root', 'mPunc', 'Tmod', 'mPunc', 'Tmod', 'Time', 'mPunc', 'mPrep', 'Nmod', 'Desc', 'Desc', 'Loc', 'mPunc', 'Poss', 'Desc', 'Agt', 'Nmod', 'Root', 'mTime', 'Desc', 'Agt', 'Nmod', 'rCont', 'mAux', 'Desc', 'Desc', 'Cont', 'mPunc', 'Quan', 'Agt', 'mPrep', 'Loc', 'mRang', 'Root', 'mTime', 'Cont', 'mConj', 'Nmod', 'eCoo', 'eEqu', 'mPunc']",0,1,poor
news_plf11s00658,"['ATT', 'ATT', 'IS', 'PUN', 'SBV', 'ADV', 'ADV', 'POB', 'HED', 'VOB', 'ATT', 'ATT', 'HED', 'PUN', 'PUN', 'PUN', 'SBV', 'HED', 'PUN', 'PUN', 'SBV', 'DE', 'ATT', 'SBV', 'ADV', 'VOB', 'PUS', 'SBV', 'ADV', 'ADV', 'IC', 'ATT', 'VOB', 'ACT', 'PUN', 'SBV', 'ADV', 'IC', 'PUN', 'ATT', 'SBV', 'ADV', 'VOB', 'VOB', 'SBV', 'IC', 'ATT', 'VOB', 'DI', 'VOB', 'ADV', 'ACT', 'SBV', 'DE', 'ATT', 'ATT', 'VOB', 'PUN', 'LAD', 'HED', 'VOB', 'PUS']","['nr', 'n', 'n', 'w', 'r', 'd', 'p', 'ns', 'v', 'ns', 't', 't', 't', 'w', 'w', 'w', 'r', 'v', 'w', 'w', 'r', 'v', 'u', 'n', 'd', 'a', 'w', 'r', 'd', 'v', 'v', 'ns', 'n', 'a', 'w', 'v', 'd', 'v', 'w', 'n', 'n', 'd', 'v', 'vn', 'r', 'v', 'r', 'q', 'v', 'n', 'u', 'v', 'nt', 'v', 'u', 'n', 'n', 'w', 'c', 'v', 'r', 'w']","['Nmod', 'Desc', 'Root', 'mPunc', 'Agt', 'mMod', 'mPrep', 'Datv', 'dCont', 'Pat', 'Tmod', 'Tmod', 'Root', 'mPunc', 'Root', 'mPunc', 'Agt', 'Root', 'mPunc', 'mPunc', 'Agt', 'rCont', 'mAux', 'Exp', 'mDegr', 'dCont', 'mPunc', 'Exp', 'mNeg', 'mMod', 'dCont', 'Nmod', 'Datv', 'eResu', 'mPunc', 'Exp', 'mMod', 'eSucc', 'mPunc', 'Desc', 'Exp', 'mMod', 'eCoo', 'Cont', 'Agt', 'Root', 'Sco', 'Datv', 'dMann', 'Belg', 'mAux', 'ePurp', 'Agt', 'rCont', 'mAux', 'Desc', 'Cont', 'mPunc', 'mConj', 'eProg', 'Datv', 'mPunc']",0,1,poor
news_plf11s00660,"['SBV', 'ADV', 'HED', 'ATT', 'ATT', 'VOB', 'RAD', 'PUN', 'ATT', 'DE', 'ATT', 'SBV', 'ADV', 'HED', 'ATT', 'DE', 'ATT', 'ATT', 'VOB', 'NUM', 'QUN', 'HED', 'PUN', 'PUN', 'PUN', 'SBV', 'ADV', 'HED', 'ATT', 'ATT', 'ATT', 'VOB', 'PUN', 'PUN', 'SBV', 'IC', 'NUM', 'ATT', 'ATT', 'NUM', 'QUN', 'ADV', 'POB', 'ADV', 'DE', 'VOB', 'ATT', 'ATT', 'VOB', 'PUN', 'PUN', 'HED', 'VOB', 'PUN', 'PUN', 'IS', 'PUN', 'PUN', 'SBV', 'IC', 'PUN', 'VOB', 'PUN', 'PUN', 'PUN', 'IS', 'PUN', 'PUN', 'SBV', 'HED', 'PUN', 'PUN']","['nr', 'v', 'v', 'nr', 'n', 'n', 'y', 'w', 'ns', 'n', 'u', 'n', 'd', 'v', 'n', 'n', 'u', 'a', 'n', 'm', 'q', 'f', 'w', 'w', 'w', 'nr', 'd', 'v', 'nr', 'n', 'n', 'vn', 'w', 'w', 'r', 'v', 'm', 'q', 'f', 'm', 'q', 'vn', 'f', 'd', 'v', 'n', 'u', 'ns', 'n', 'w', 'w', 'w', 'nx', 'w', 'w', 'nx', 'w', 'w', 'nx', 'w', 'w', 'nx', 'w', 'w', 'w', 'nx', 'w', 'w', 'n', 'n', 'w', 'w']","['Poss', 'mMod', 'Root', 'Nmod', 'Nmod', 'Belg', 'mTone', 'mPunc', 'Nmod', 'Exp', 'mAux', 'Exp', 'mTime', 'Root', 'Desc', 'Poss', 'mAux', 'Desc', 'Clas', 'Quan', 'Root', 'mTime', 'mPunc', 'Root', 'mPunc', 'Exp', 'mFreq', 'Root', 'Nmod', 'Nmod', 'Nmod', 'Belg', 'mPunc', 'mPunc', 'Exp', 'eSucc', 'Quan', 'TDur', 'mTime', 'Seq', 'Qp', 'Desc', 'TDur', 'mNeg', 'rAgt', 'Cont', 'mAux', 'Nmod', 'Belg', 'mPunc', 'mPunc', 'mPunc', 'Root', 'mPunc', 'mPunc', 'Root', 'mPunc', 'mPunc', 'Exp', 'eEqu', 'mPunc', 'Clas', 'mPunc', 'mPunc', 'mPunc', 'eCoo', 'mPunc', 'mPunc', 'Agt', 'eCoo', 'mPunc', 'mPunc']",0,1,poor
news_plf11s00661,"['ATT', 'IS', 'PUN', 'SBV', 'ADV', 'IC', 'PUN', 'SBV', 'HED', 'VOB', 'ATT', 'ATT', 'HED', 'PUN', 'PUN', 'PUN', 'ADV', 'ATT', 'ATT', 'ATT', 'POB', 'PUN', 'ADV', 'PUN', 'ATT', 'SBV', 'PUN', 'POB', 'PUN', 'ATT', 'ATT', 'APP', 'SBV', 'ATT', 'SBV', 'ATT', 'ADV', 'ADV', 'DE', 'DE', 'ATT', 'ATT', 'APP', 'DE', 'ATT', 'POB', 'ADV', 'VV', 'HED', 'VOB']","['a', 'n', 'w', 'nr', 'p', 'v', 'w', 'nr', 'v', 'ns', 't', 't', 't', 'w', 'w', 'w', 'p', 'nz', 'n', 't', 'n', 'w', 'p', 'w', 'n', 'n', 'w', 'v', 'w', 'ns', 'f', 'n', 'nr', 's', 'n', 't', 't', 'p', 'r', 'p', 'ns', 'f', 'n', 'nr', 'u', 'vn', 'p', 'v', 'v', 'vn']","['Desc', 'Accd', 'mPunc', 'Pat', 'mPrep', 'Root', 'mPunc', 'Agt', 'eSucc', 'Lini', 'Tmod', 'Tmod', 'Root', 'mPunc', 'Root', 'mPunc', 'mPrep', 'Nmod', 'Orig', 'Time', 'Root', 'mPunc', 'mPrep', 'mPunc', 'Nmod', 'Loc', 'mPunc', 'dCont', 'mPunc', 'Poss', 'Desc', 'Agt', 'Nmod', 'Desc', 'Time', 'Tmod', 'Time', 'mPrep', 'Poss', 'mPrep', 'Poss', 'Desc', 'Datv', 'Nmod', 'mAux', 'Reas', 'mPrep', 'dCont', 'eSucc', 'Cont']",0,1,average
news_plf11s00662,"['IS', 'PUN', 'DE', 'VOB', 'ATT', 'ATT', 'SBV', 'ADV', 'POB', 'ATT', 'VOB', 'HED', 'ATT', 'ATT', 'HED', 'PUN', 'PUN', 'PUN', 'PUN', 'ATT', 'SBV', 'PUN', 'ADV', 'PUN', 'POB', 'ATT', 'ATT', 'VOB', 'PUN', 'ADV', 'IC', 'PUN', 'HED', 'DE', 'POB', 'VOB', 'PUS']","['v', 'w', 'v', 'ns', 'u', 'b', 'nz', 'p', 'v', 'ns', 'n', 'v', 't', 't', 't', 'w', 'w', 'w', 'w', 'n', 'n', 'w', 'c', 'w', 'v', 'n', 'b', 'n', 'w', 'v', 'v', 'w', 'v', 'p', 'nz', 'u', 'w']","['Root', 'mPunc', 'rExp', 'Orig', 'mAux', 'Desc', 'Agt', 'mPrep', 'ePurp', 'Loc', 'Exp', 'dCons', 'Tmod', 'Tmod', 'Root', 'mPunc', 'Root', 'mPunc', 'mPunc', 'Nmod', 'Cont', 'mPunc', 'mConj', 'mPunc', 'dDesc', 'Poss', 'Desc', 'Cont', 'mPunc', 'Mann', 'eSucc', 'mPunc', 'Root', 'mPrep', 'Datv', 'mAux', 'mPunc']",0,1,poor
news_plf11s00663,"['DE', 'ATT', 'SBV', 'ADV', 'PUN', 'VOB', 'PUN', 'ATT', 'ATT', 'ATT', 'ATT', 'ATT', 'SBV', 'ADV', 'HED', 'VOB', 'ATT', 'ATT', 'HED', 'PUN', 'PUN', 'PUN', 'SBV', 'SBV', 'PUN', 'ATT', 'IS', 'PUN', 'IC', 'ATT', 'ATT', 'ATT', 'ATT', 'ATT', 'DE', 'ATT', 'ATT', 'VOB', 'PUN', 'SBV', 'ADV', 'HED', 'PUN', 'ATT', 'VOB', 'PUN', 'ATT', 'SBV', 'ADV', 'ADV', 'ATT', 'ATT', 'ATT', 'ATT', 'NUM', 'COO', 'LAD', 'ATT', 'NUM', 'QUN', 'POB', 'HED', 'PUN', 'ATT', 'NUM', 'VOB', 'PUN']","['v', 'b', 'n', 'p', 'w', 'v', 'w', 'u', 'ns', 'n', 'n', 'n', 'n', 'p', 'v', 'v', 't', 't', 't', 'w', 'w', 'w', 'b', 'n', 'w', 'nx', 'nx', 'w', 'v', 'nx', 'ns', 'n', 'n', 'a', 'n', 'u', 'n', 'n', 'w', 'n', 'p', 'v', 'w', 'n', 'n', 'w', 'b', 'n', 'ad', 'p', 'r', 'q', 't', 'f', 'm', 'q', 'c', 't', 'm', 'q', 't', 'v', 'w', 'r', 'm', 'q', 'w']","['rAgt', 'Desc', 'Pat', 'mPrep', 'mPunc', 'dCont', 'mPunc', 'mAux', 'Nmod', 'Poss', 'Desc', 'Poss', 'Pat', 'mPrep', 'Root', 'dCont', 'Tmod', 'Tmod', 'Root', 'mPunc', 'Root', 'mPunc', 'Desc', 'Exp', 'mPunc', 'eEqu', 'eEqu', 'mPunc', 'Root', 'Nmod', 'Nmod', 'Desc', 'Desc', 'Desc', 'Poss', 'mAux', 'Desc', 'Clas', 'mPunc', 'Exp', 'mPrep', 'eSucc', 'mPunc', 'Desc', 'Clas', 'mPunc', 'Desc', 'Exp', 'mMod', 'mPrep', 'Sco', 'Tmod', 'Tmod', 'Desc', 'Quan', 'eSelt', 'mConj', 'Tmod', 'Seq', 'Qp', 'Time', 'Root', 'mPunc', 'Sco', 'Quan', 'Time', 'mPunc']",0,1,poor
